"eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","ingroup","ingroup2","ingroup3","gsubname3","motive","guncertain1","guncertain2","guncertain3","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
"201503150061","2015","3","15","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Ballymoney","55.07261","-6.519392","1","0","","03/15/2015: Assailants attacked a civilian with baseball bats in Ballymoney area, Northern Ireland, United Kingdom. The civilian was wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to loyalists.","1","1","1","0","",".","0","1","0","8","Unarmed Assault","",".","",".","14","Private Citizens & Property","67","Unnamed Civilian/Unspecified","Not Applicable","Civilian","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Loyalists","","","","","40034","","","","","0","","","-99","0","0","",".","","",".","","",".","","9","Melee","21","Blunt Object","",".","",".","",".","",".","",".","",".","Baseball bats were used in the attack.","0","0","0","1","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Man shot then chased and shot again, UTV, March 26, 2015.","H DISTRICT: Police condemn series of paramilitary style attacks in Coleraine and North Antrim, Police Service of Northern Ireland, March 26, 2015.","","START Primary Collection","0","0","1","1",""
"201503170063","2015","3","17","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Bushmills","55.20506","-6.52346","1","0","","03/17/2015: Assailants opened fire on a civilian in Bushmills, Northern Ireland, United Kingdom. At least one person was injured in the assault. No group claimed responsibility for the incident; however, sources suspected the involvement of loyalists.","1","1","1","0","",".","0","1","0","2","Armed Assault","",".","",".","14","Private Citizens & Property","67","Unnamed Civilian/Unspecified","Not Applicable","Civilian","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Loyalists","","","","","40034","","","","","1","","","-99","0","0","",".","","",".","","",".","","5","Firearms","5","Unknown Gun Type","",".","",".","",".","",".","",".","",".","","0","0","0","1","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Man shot then chased and shot again, UTV, March 26, 2015.","H DISTRICT: Police condemn series of paramilitary style attacks in Coleraine and North Antrim, Police Service of Northern Ireland, March 26, 2015.","","START Primary Collection","0","0","1","1",""
"201503190069","2015","3","19","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Balleymoney","55.072002","-6.517112","1","0","","03/19/2015: Assailants shot and wounded a civilian in Ballymoney, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; however, sources suspected the involvement of loyalists.","1","1","1","0","",".","0","1","0","2","Armed Assault","",".","",".","14","Private Citizens & Property","67","Unnamed Civilian/Unspecified","Not Applicable","Civilian","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Loyalists","","","","","40034","","","","","1","","","-99","0","0","",".","","",".","","",".","","5","Firearms","5","Unknown Gun Type","",".","",".","",".","",".","",".","",".","","0","0","0","1","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Man shot then chased and shot again, UTV, March 26, 2015.","H DISTRICT: Police condemn series of paramilitary style attacks in Coleraine and North Antrim, Police Service of Northern Ireland, March 26, 2015.","","START Primary Collection","0","0","1","1",""
"201503200036","2015","3","20","","0","","217","United States","1","North America","Louisiana","New Orleans","29.984368","-90.257301","1","0","","03/20/2015: An assailant attacked a Transportation Security Administration (TSA) checkpoint at the New Orleans airport in New Orleans city, Louisiana, United States. The assailant was killed and two TSA agents were wounded in the incident No group claimed responsibility for the attack; however, sources attributed the attack to an individual, identified as Richard White.","1","1","1","1","4","Lack of Intentionality","0","1","0","2","Armed Assault","",".","",".","2","Government (General)","18","Government Personnel (excluding police, military)","Transportation Security Administration (TSA)","Agents","217","United States","",".","",".","","","",".","",".","",".","","","",".","Unaffiliated Individual(s)","","","","","20202","","","","","0","","","1","0","0","",".","","",".","","",".","","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","9","Melee","23","Knife or Other Sharp Object","2","Chemical","1","Poisoning","",".","",".","Six Molotov cocktails, a machete, and insecticide were used in the attack.","1","1","1","2","2","0","0","",".","","","0","","","","","","","","","","","","","",".","","There is doubt that this incident meets terrorism-related criteria, given that the assailant may have suffered from a mental illness.","Assailant Shot at New Orleans Airport Had Fire Bombs, Officials Say, New York Times, March 21, 2015.","Man shot and killed after attacking TSA agents with machete, bug spray, UPI, March 22, 2015.","Airport Attacker Had 6 Molotov Cocktails, Officials Say, NBCNews.com, March 21, 2015.","START Primary Collection","-9","-9","0","-9",""
"201503230050","2015","3","23","","0","","75","Germany","8","Western Europe","Berlin","Berlin","52.520164","13.374803","1","0","The incident occurred in the Tiergarten neighborhood of the city.","03/23/2015: Assailants threw an incendiary device that landed near Paul-Loebe-Haus and failed to ignite in Tiergarten neighborhood, Berlin city, Berlin state, Germany. An unknown right-wing extremist group claimed responsibility for the attack.","1","1","1","0","",".","0","0","0","7","Facility/Infrastructure Attack","",".","",".","2","Government (General)","21","Government Building/Facility/Office","Bundestag","Paul-Loebe-Haus","75","Germany","",".","",".","","","",".","",".","",".","","","",".","Right-Wing Extremists","","","","","585","","","","","0","","","-99","0","1","5","Note left at scene","","",".","","",".","","8","Incendiary","20","Gasoline or Alcohol","",".","",".","",".","",".","",".","",".","A gasoline bomb was used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Gasoline bomb thrown at Berlin parliament offices, The Associated Press, March 23, 2015.","","","START Primary Collection","-9","-9","0","-9",""
"201503230071","2015","3","23","","0","","78","Greece","8","Western Europe","Attica","Athens","38.023627","23.731099","1","0","The incident occurred in Patisia neighborhood","03/23/2015: Assailants set fire to the Coalition of the Radical Left (SYRIZA) offices in Patisia neighborhood, Athens, Attica region, Greece. There were no reported casualties in the attack. The Nihilistic Patrol and Neighborhood Arsonists claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","14","Private Citizens & Property","84","Political Party Member/Rally","Coalition of the Radical Left (SYRIZA)","Offices","78","Greece","",".","",".","","","",".","",".","",".","","","",".","Nihilistic Patrol and Neighborhood Arsonists","","","","","40450","","","","","0","","","-99","0","1","7","Posted to website, blog, etc.","","",".","","",".","","8","Incendiary","18","Arson/Fire","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","An unknown number of offices were damaged in this attack.","0","","","","","","","","","","","","","",".","","","Greece: SYRIZA Offices in Athens Suburbs Targeted in Arson Attack, ANA-MPA, March 23, 2015.","Athens: Local offices of SY.RIZ.A torched in solidarity action with hunger strikes (Greece), 325, March 24, 2015.","","START Primary Collection","0","0","0","0",""
"201503240054","2015","3","24","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Belfast","54.650411","-5.926876","1","0","The incident occurred in the Voltaire Gardens area of the Newtownabbey neighborhood","03/24/2015: An explosive device was discovered and defused near a private residence in Voltaire Gardens neighborhood, Belfast city, Northern Ireland, United Kingdom. No group claimed responsibility for the attack.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","14","Private Citizens & Property","76","House/Apartment/Residence","Not Applicable","House","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","",".","",".","",".","",".","",".","",".","A pipe bomb was used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Pipe bomb thrown at house in Newtownabbey, UTV, March 25, 2015.","McAllister – Lives could have been lost in North Belfast pipe bomb attack, Alliance Party of Northern Ireland, March 25, 2015.","","START Primary Collection","-9","-9","1","1",""
"201503250070","2015","3","25","","0","","69","France","8","Western Europe","Nord-Pas-de-Calais","Henin-Beaumont","50.420096","2.94722","1","0","","03/25/2015: Assailants set fire to the town hall in Henin-Beaumont town, Nord-Pas-de-Calais region, France. There were no reported casualties in the attack. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","2","Government (General)","21","Government Building/Facility/Office","Government of Henin-Beaumont","Town Hall","69","France","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","18","Arson/Fire","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A building was damaged in this attack.","0","","","","","","","","","","","","","",".","","Assailants wrote notes on the walls inside the building, which included: Charlie is dead, Ben Laden, Die Briois, and Die Brice.","Arson attack targets far right Town Hall in France, The Local France, March 25, 2015.","","","START Primary Collection","-9","-9","0","-9",""
"201503260059","2015","3","26","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Coleraine","55.136656","-6.668275","1","0","The incident occurred in the Millburn neighborhood","03/26/2015: Assailants shot and wounded a civilian in Millburn neighborhood, Coleraine, Northern Ireland, United Kingdom. No group claimed responsibility; however, sources attributed the attack to loyalists.","1","1","1","0","",".","0","1","0","2","Armed Assault","",".","",".","14","Private Citizens & Property","67","Unnamed Civilian/Unspecified","Not Applicable","Civilian","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Loyalists","","","","","40034","","","","","0","","","-99","0","0","",".","","",".","","",".","","5","Firearms","5","Unknown Gun Type","",".","",".","",".","",".","",".","",".","","0","0","0","1","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Man shot then chased and shot again, UTV, March 26, 2015.","","","START Primary Collection","0","0","1","1",""
"201503280023","2015","3","28","","0","","78","Greece","8","Western Europe","Attica","Athens","37.950012","23.734229","1","0","The incident occurred in the Dafni area of the city.","03/28/2015: Assailants threw several explosive devices that landed near a Hellenic Police Station and detonated in Dafni suburb, Athens, Attica region, Greece. There were no reported casualties in the blasts. Revolutionary Struggle claimed responsibility and stated that the attack was in retaliation for the killing of anarchist Lambros Fountas by authorities in March 2010.","1","1","1","0","",".","0","1","0","3","Bombing/Explosion","",".","",".","3","Police","22","Police Building (headquarters, station, school)","Hellenic Police","Dafni Police Station","78","Greece","",".","",".","","","",".","",".","",".","","","",".","Revolutionary Struggle","","","","","1405","","","","Revolutionary Struggle claimed responsibility for the incident and stated that the attack was carried out in retaliation for the killing of Lambros Fountas, an anarchist, by authorities.","0","","","25","0","1","7","Posted to website, blog, etc.","","",".","","",".","","6","Explosives/Bombs/Dynamite","16","Unknown Explosive Type","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","Four vehicles were damaged in this attack.","0","","","","","","","","","","","","","",".","","","Claim of responsibility for Athens police precinct attack, Kathimerini, March 30, 2015.","Responsibility claim for the attack on Dafni police station in Athens -Greece, Act for Freedom Now, March 31, 2015.","Twelve released over explosion at Dafni police station; other incidents over the weekend, Greece 2 Day, March 30, 2015.","START Primary Collection","0","0","0","0",""
"201503300076","2015","3","30","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Coleraine","55.131653","-6.67137","1","0","","03/30/2015: Security forces found a grenade outside of a house in Coleraine, Londonderry county, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","14","Private Citizens & Property","76","House/Apartment/Residence","Not Applicable","House","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","7","Grenade","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Unexploded grenade outside house, Big News Network, March 30, 2015.","","","START Primary Collection","-9","-9","1","1",""
"201503310058","2015","3","31","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Londonderry","54.996092","-7.343105","1","0","The incident occurred in Creggan neighborhood","03/31/2015: Six assailants assaulted a civilian in his home with iron bars and nails in Creggan, Northern Ireland, United Kingdom. The civilian, Gerald Lavey, was injured in the attack. Hours later, the assailants returned and set a wheelie bin on fire outside the victim's home. No group claimed responsibility for the incident; however, sources attributed the attack to dissident republicans.","1","1","1","0","",".","0","1","0","2","Armed Assault","7","Facility/Infrastructure Attack","",".","14","Private Citizens & Property","68","Named Civilian","Not Applicable","Civilian: Gerald Lavey","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Dissident Republicans","","","","","40150","","","","","0","","","6","0","0","",".","","",".","","",".","","8","Incendiary","18","Arson/Fire","9","Melee","23","Knife or Other Sharp Object","9","Melee","21","Blunt Object","",".","",".","Iron bars, nails, and fire were used in the attack.","0","0","0","1","0","0","1","3","Minor (likely < $1 million)","-99","A wheelie bin was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Timeline of dissident republican activity, BBC, May 6, 2015.","","","START Primary Collection","0","0","1","1",""
"201504040028","2015","4","4","","0","","75","Germany","8","Western Europe","Saxony-Anhalt","Troeglitz","51.059049","12.183489","1","0","","04/04/2015: Assailants set fire to a refugee shelter in Troeglitz, Saxony-Anhalt state, Germany. There were no reported casualties in the attack. No group claimed responsibility; however, sources suspected that the attack was carried out by a neo-Nazi group.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","13","Other","65","Refugee Camp","Unknown","Planned Refugee Shelter","75","Germany","",".","",".","","","",".","",".","",".","","","",".","Neo-Nazi Group","","","","","508","","","","","1","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","18","Arson/Fire","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A refugee center was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Germany Sees Rising Number of Attacks on Refugee Homes, Spiegel Online, July 18, 2015.","Germany fears 90's style xenophobia increasing, World Bulletin, April 11, 2015.","Germany: Arson attack burns down refugee shelter, Anadolu Ajansi, April 5, 2015.","START Primary Collection","-9","-9","0","-9",""
"201504050032","2015","4","5","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Strabane","54.828933","-7.465569","1","0","","04/05/2015: Assailants threw incendiary devices at a car in Strabane, Northern Ireland, United Kingdom. There were no reported casualties in the attack. This was one of two similar incidents; this first attack was meant to draw first responders to the scene. No group claimed responsibility for the incident.","1","1","1","0","",".","1","1","0","7","Facility/Infrastructure Attack","",".","",".","14","Private Citizens & Property","73","Vehicles/Transportation","Not Applicable","Car","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","",".","",".","",".","",".","",".","",".","Petrol bombs were used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A vehicle was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Fire crews attacked with petrol bombs in Strabane, UTV, April 5, 2015.","","","START Primary Collection","-9","-9","1","1","201504050033"
"201504050033","2015","4","5","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Strabane","54.828933","-7.465569","1","0","","04/05/2015: Assailants threw incendiary devices at Northern Ireland Fire and Rescue Service crews in Strabane, Northern Ireland, United Kingdom. There were no reported casualties in the attack. This was one of two similar incidents; this later attack targeted the first responders who arrived at the scene of an earlier fire. No group claimed responsibility for the incident.","1","1","1","0","",".","1","1","0","2","Armed Assault","",".","",".","13","Other","64","Fire Fighter/Truck","Northern Ireland Fire and Rescue Service","Fire Fighting Crew","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","",".","",".","",".","",".","",".","",".","Petrol bombs were used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A vehicle was damaged in this attack.","0","","","","","","","","","","","","","",".","","","ANGER AT PETROL BOMB ATTACK ON FIRE CREWS, Derry Daily, April 6, 2015.","Fire crews attacked with petrol bombs in Strabane, UTV, April 5, 2015.","","START Primary Collection","-9","-9","1","1","201504050032"
"201504060028","2015","4","6","","0","","78","Greece","8","Western Europe","Attica","Athens","37.984459","23.729383","1","0","","04/06/2015: An explosive device detonated in front of the Microsoft Corporation Offices in Maroussi suburb, Athens city, Attica region, Greece. There were no reported casualties in the blast. The International Revolutionary Front and the Informal Anarchist Federation claimed responsibility for the attack.","1","1","1","0","",".","0","1","0","3","Bombing/Explosion","",".","",".","1","Business","4","Multinational Corporation","Microsoft Corporation","Offices","78","Greece","",".","",".","","","",".","",".","",".","","","",".","International Revolutionary Front","","Informal Anarchist Federation","","","40060","20203","","","","0","0","","-99","0","1","10","Unknown","1","10","Unknown","","",".","0","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","",".","",".","",".","",".","",".","",".","A homemade explosive device made of two cooking canisters was used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","An office was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Group claims responsibility for attack on Microsoft HQ in Athens, Kathimerini, April 9, 2015.","Blast at Microsoft offices in Athens, no injuries, Kathimerini, April 6, 2015.","Blast Rocks Athens' Microsoft, National Herald, April 6, 2015.","START Primary Collection","0","1","0","1",""
"201504080042","2015","4","8","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Larne","54.856471","-5.810265","1","0","","04/08/2015: Assailants threw incendiary devices at a private residence in Larne, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","14","Private Citizens & Property","76","House/Apartment/Residence","Not Applicable","House","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","2","2","0","",".","","",".","","",".","","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","",".","",".","",".","",".","",".","",".","Petrol bombs were used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A house was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Petrol bombs are thrown at house, BBC, April 8, 2015.","","","START Primary Collection","-9","-9","1","1",""
"201504080054","2015","4","8","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Dunmurry","54.550396","-6.007358","1","0","","04/08/2015: An explosive device was discovered and defused in Dunmurry, Northern Ireland, United Kingdom. No group claimed responsibility for the attack.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","20","Unknown","",".","Unknown","Unknown","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","",".","",".","",".","",".","",".","",".","A pipe bomb packed with nails was used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Viable pipe bomb found in Dunmurry alert, UTV, April 8, 2015.","","","START Primary Collection","-9","-9","1","1",""
"201504110081","2015","4","11","","0","","96","Ireland","8","Western Europe","Dublin","Dublin","53.288583","-6.127724","1","0","The incident occurred on Summerhill Road.","04/11/2015: An explosive device was discovered and defused on Summerhill Road in Dublin city, Dublin county, Ireland. No group claimed responsibility for the attack.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","20","Unknown","",".","Unknown","Unknown","96","Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","16","Unknown Explosive Type","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Suspect device made safe in Dublin, Irish Independent, April 11, 2015.","","","START Primary Collection","-9","-9","0","-9",""
"201504130001","2015","4","13","","0","","75","Germany","8","Western Europe","North Rhine-Westphalia","Witten","51.444674","7.367783","1","0","","04/13/2015: Assailants set fire to a mosque in Witten city, North Rhine-Westphalia state, Germany. No casualties were reported. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","15","Religious Figures/Institutions","86","Place of Worship","Sultan Ahmet Mosque","Mosque","75","Germany","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","20","Gasoline or Alcohol","",".","",".","",".","",".","",".","",".","Gasoline was used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A mosque was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Germany: Arson attack on mosque, World Bulletin, April 15, 2015.","","","START Primary Collection","-9","-9","0","-9",""
"201504130099","2015","4","13","","0","","78","Greece","8","Western Europe","Attica","Athens","38.004671","23.703086","1","0","The incident occurred on Agiou Pablou street in the Peristeri area of the city.","04/13/2015: Assailants set fire to the facility of a poultry company on  Agiou Pablou Street in Peristeri neighborhood, Athens, Attica region, Greece. There were no reported casualties in the attack. The Earth Liberation Front (ELF) claimed responsibility and stated that the attack was carried out in solidarity with detainees being held in Greece.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","1","Business","9","Farm/Ranch","Unknown","Poultry Company","78","Greece","",".","",".","","","",".","",".","",".","","","",".","Earth Liberation Front (ELF)","","","","","20147","","","","The Earth Liberation Front (ELF) claimed responsibility for the incident and stated that the attack was carried out in solidarity with detainees being held in Greece, who were on hunger strikes.","0","","","-99","0","1","7","Posted to website, blog, etc.","","",".","","",".","","8","Incendiary","18","Arson/Fire","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","The front gate to a company facility as well as three vehicles were damaged in this attack.","0","","","","","","","","","","","","","",".","","","Mystery arson attack in crafts in Peristeri [pictures], iefimerida, April 13, 2015.","News from the Frontlines, Bite Back, April 19, 2015.","","START Primary Collection","0","1","0","1",""
"201504140074","2015","4","14","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Strabane","54.830011","-7.469408","1","1","","04/14/2015: A civilian discovered an explosive device near Strabane town, Northern Ireland, United Kingdom. The device was safely defused by security forces. No group claimed responsibility for the incident.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","20","Unknown","",".","Unknown","Unknown","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","16","Unknown Explosive Type","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Bomb found by dog walker on rural road 'could have killed', Irish Independent, April 15, 2015.","Family find 'viable' explosive in Strabane alert, UTV, April 15, 2015.","","START Primary Collection","-9","-9","1","1",""
"201504170098","2015","4","17","","0","","78","Greece","8","Western Europe","Eastern Macedonia and Thrace","Komotini","41.122815","25.406733","1","0","","04/17/2015: Assailants set fire to a mosque in Komotini area, Eastern Macedonia and Thrace region, Greece. No casualties were reported. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","15","Religious Figures/Institutions","86","Place of Worship","Unknown","Mosque","78","Greece","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","18","Arson/Fire","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A mosque was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Turkey urges Greece to probe suspected mosque attacks, World Bulletin, April 18, 2015.","Komotini mosque damaged by fire, arson suspected, Kathimerini, April 17, 2015.","","START Primary Collection","-9","-9","0","-9",""
"201504190055","2015","4","19","","0","","69","France","8","Western Europe","Ile-de-France","Paris","48.792716","2.359279","1","0","The incident occurred in the Villejuif neighborhood.","04/19/2015: An assailant shot and killed a civilian, Aurelie Chatelain, in Villejuif area, Paris, Ile-de-France region, France.  No group claimed responsibility for the incident; however, police arrested the assailant identified as Sid Ahmed Ghlam who was also on his way to attack several churches throughout Paris.","1","1","1","0","",".","0","1","0","2","Armed Assault","",".","",".","14","Private Citizens & Property","68","Named Civilian","Not Applicable","Civilian: Aurelie Chatelain","69","France","15","Religious Figures/Institutions","86","Place of Worship","Unknown","Churches","69","France","",".","",".","","","",".","Unaffiliated Individual(s)","","","","","20202","","","","","0","","","1","1","0","",".","","",".","","",".","","5","Firearms","2","Automatic Weapon","",".","",".","",".","",".","",".","",".","Kalashnikovs were used in the attack.","1","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","The assailant pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).","Attacks in France since Charlie Hebdo slayings, Agence France-Presse Top News (English), t, January 7, 2016.","Aurelie Chatelain: The forgotten victim of France's terror attacks, The Independent, January 6, 2016.","","START Primary Collection","-9","-9","0","-9",""
"201504210027","2015","4","21","","0","","75","Germany","8","Western Europe","Berlin","Berlin","52.521038","13.404075","1","0","The incident occurred in the Tiergarten neighborhood.","04/21/2015: Assailants threw an incendiary device at the Bundestag building in Berlin city, Berlin state, Germany. No one was injured in the attack. An unknown right-wing extremist group claimed responsibility for the incident through leaflets left at the scene.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","2","Government (General)","21","Government Building/Facility/Office","Bundestag","Building","75","Germany","",".","",".","","","",".","",".","",".","","","",".","Right-Wing Extremists","","","","","585","","","","","0","","","-99","0","1","5","Note left at scene","","",".","","",".","","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","",".","",".","",".","",".","",".","",".","A Molotov cocktail was used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","An unknown amount of pavement was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Germany: Arson Attack on Bundestag Building, No Injuries, Sueddeutsche Zeitung, April 22, 2015.","Arsonists attack Bundestag yet again, The Local Germany, April 21, 2015.","","START Primary Collection","-9","-9","0","-9",""
